题目T1,作者A1,地址AD,年份YR
基于信任的真实数据判定方法,余祖坤;许景楠;郑小林;陈德人;,浙江大学计算机科学与技术学院;,2013
基于数据挖掘的产品研发显性知识地图构建研究,郝占刚;毛荐其;王桐;,山东工商学院工商管理学院;,2013
基于证据理论的不确定可拓推理及其应用,朱佳俊;郑建国;覃朝勇;,江南大学商学院;东华大学工商管理学院;上海交通大学安泰经济与管理学院;,2013
基于ANFIS模型的CPI经济数据预测,陈继光;,山东英才学院;,2013
公共事件中微博意见领袖的话语策略与文本框架——基于新浪微博的实证研究,芦何秋;杨泽亚;,湖北大学文学院;武汉大学新闻与传播学院;,2013
远程教育辍学情况的统计分析及数据挖掘——基于西南交通大学网络教育学院2008-2012年数据,周圆;罗霄;应松宝;,西南交通大学网络教育学院;,2013
西安市城镇居民体育消费结构及其特征研究——基于数据挖掘的视角,李伟平;权德庆;蔡军;魏华;雷文;,西安体育学院;,2013
多数据源协同下的专利分析系统构建,汪雪锋;王有国;刘玉琴;,北京理工大学管理与经济学院;北京印刷学院绿色印刷包装产业技术研究院;,2013
一种基于聚类的情报分析程序的设计与实现,张扬;陈亮;张番栋;,中国人民公安大学公安情报学系;,2013
大学出版社作者资源的客户关系管理,马文娟;陈珂;,东华大学出版社;,2013
基于网络会展的信息技术应用研究,焦微玲;,盐城工学院经济与管理学院;,2013
我国五年计划(规划)文本的演变特征分析:基于内容分析和对应分析方法,杨杨;张继平;,上海海洋大学人文学院;,2013
论信息化战争视域中我军政治工作信息能力建设,张煜;,南京政治学院上海校区;,2013
国内外政府服务绩效评估研究的比较——基于WOS与CNKI数据的分析,尚虎平;忠格草;,中国科学技术信息研究所;兰州大学管理学院;,2013
数据挖掘在研究生教育管理信息系统中的应用,钱增瑾;孙东平;,南京理工大学研究生院培养办公室;南京理工大学化工学院;,2013
深圳经济特区消费品市场变化研究——商品销售额与社会消费品零售总额增长的相关分析,杨新洪;,深圳市统计局;,2013
数据可视化技术在教学中的应用探究,张金磊;张宝辉;刘永贵;,南京大学教育研究院;南京邮电大学教育科学与技术学院;,2013
国际学术期刊的数字化发展趋势,彭希珺;张晓林;,中国科学院国家科学图书馆;,2013
基于个性化数据的搜索引擎技术研究,郑炜;梁战平;梁建;,北京大学信息管理系;中国科学技术信息研究所;科技部信息中心;,2013
基于图书馆文献数据库共词分析的简单中心算法实证研究,于海霞;董颖;,哈尔滨师范大学图书馆;,2013
高校图书馆新书推荐系统的研究与实现,张红燕;,浙江海洋学院图书馆;,2013
科学基金成果价值利用机制研究——以北京市自然科学基金为例,王文岩;王红;黄宇平;王顺珍;刘苹苹;刘利;,北京理工大学管理与经济学院;北京市自然科学基金委员会办公室;,2013
记者微博使用与职业群体社会资本:社会网络分析的视角,刘于思;杨莉明;,清华大学新闻与传播学院;北京大学新闻与传播学院;嘉应学院文学院;,2013
NCBO领域本体映射项目及应用,王丽伟;牟冬梅;王伟;,吉林大学公共卫生学院;,2013
微博用户行为特征及类型研究,肖强;朱庆华;,南京大学信息管理学院;,2013
基于维基百科语义模型的农业信息聚类分析研究,王其和;,湖北工业大学工程技术学院;,2013
数据分类中的特征选择算法研究,赵宇;黄思明;陈锐;,中国科学院科技政策与管理科学研究所;,2013
贝叶斯信息融合及其在心脏病诊断中的应用,徐曼;沈江;,南开大学工业工程系;天津大学管理与经济学部;,2013
MOOC的发展历程与主要特征分析,陈肖庚;王顶明;,清华大学继续教育学院;清华大学教育研究院;,2013
基于信息技术的电子金融综合实验系统平台研究,刘瑞林;陈进;沈沉;黄建青;赵星秋;,对外经济贸易大学信息学院;,2013
基于Clementine的数据挖掘技术对学科隐形关联的研究——以东华大学纺织学科为例,张静端;,东华大学图书馆;,2013
高校图书馆流通数据挖掘的新思路,周志超;张远;侯胜超;,北京大学医学图书馆;华中科技大学同济医学院附属同济医院图书馆;,2013
基于证据理论的不确定可拓推理及应用,朱佳俊;郑建国;覃朝勇;,江南大学商学院;东华大学工商管理学院;上海交通大学安泰经济与管理学院;,2013
泛在学习环境下学习资源的聚合研究,郑庆思;杨现民;余胜泉;,江苏师范大学现代教育技术中心;江苏师范大学教育研究院;北京师范大学现代教育技术研究所;,2013
开放资源互操作框架研究,王昉;黄永文;马建玲;刘静羽;,中国科学院国家科学图书馆;中国科学院国家科学图书馆兰州分馆;,2013
微博客信息传播特点和评价方法研究,孙娜;饶培伦;陈驰;,清华大学工业工程系人因与工效学研究所;,2013
网络集群行为执行意向的维度研究,王林;时勘;赵杨;,东北大学工商管理学院;东北大学秦皇岛分校经贸学院;中国科学院大学管理学院;中国人民大学心理学系;,2013
Apriori算法的分析与改进,朱小琴;,泉州经贸职业技术学院;,2013
基于数据挖掘的北京市人口增长影响因素研究,沈巍;武鑫;,华北电力大学经济与管理学院;,2013
“中国梦”的话语阐释与民间想象——基于新浪微博16万余条原创博文的数据分析,孟建;孙祥飞;,复旦大学新闻学院;复旦大学国际公共关系研究中心;,2013
社会媒体时代用户内容生产的激励机制,廖望;刘于思;金兼斌;,康奈尔大学农业与生命科学学院传播系;浙江大学传媒与国际文化学院;清华大学新闻与传播学院;,2013
从单位组织到话题参与:记者职业群体微博客社会网络的形成机制研究,刘于思;,清华大学新闻与传播学院;,2013
黄河源区水文水资源对气候变化的响应,金君良;王国庆;刘翠善;贺瑞敏;胡青叶;,南京水利科学研究院水文水资源与水利工程科学国家重点实验室;水利部应对气候变化研究中心;,2013
基于遗传算法的理想区间法在旅游环境质量评价中的应用,王兆峰;,吉首大学商学院;,2013
数字对象语义关联组织的典型模型研究,马雨萌;祝忠明;,中国科学院国家科学图书馆兰州分馆;中国科学院大学;,2013
如何提高大学决策绩效——院校研究与“数据驱动决策”模式的视角,常桐善1;,加州大学校长办公室;,2013
基于数据驱动模式的网络消费者购买行为特点及算例探讨,黄丽娟;黄小军;谢瑞华;,广州大学工商管理学院;广州大学机械与电气工程学院;,2013
国外数据监护教育和培训实践及启示,夏姚璜;,广州中医药大学图书馆;,2013
二/外语教育研究范式的哲学思考:定性与定量研究设计决策的交互制约,龚嵘;,上海市华东理工大学外国语学院;,2013
国外教育领域数据驱动决策研究述评,柳叶青;,华东师范大学课程与教学研究所;,2013
铜闪速熔炼过程操作模式分级匹配技术与演化策略,桂卫华;刘建华;谢永芳;,中南大学信息科学与工程学院;,2013
个体优势识别多指标综合评价方法及其应用,汤良;赵希男;,东北大学工商管理学院;,2013
基于粗糙集条件信息熵的社区信息资源配置评价研究,谢永略;邹凯;蒋知义;肖锎;,湘潭大学公共管理学院;湘潭大学图书馆;,2013
信息与决策:美国伊利诺伊州立大学的院校研究,林曾;,武汉大学社会学系;伊利诺伊州立大学教育行政系;,2013
政府R&D政策评价研究的实证沿革与最新进展——综述与评价,任国良;蔡宏波;郭界秀;,中国社会科学院研究生院工业经济系;北京师范大学经济与工商管理学院;河南财经政法大学国际经济与贸易学院;,2013
科研过程知识产出语义关联组织模型构建研究,马雨萌;祝忠明;,中国科学院大学;国家科学图书馆兰州分馆;中国科学院国家科学图书馆兰州分馆;,2013
国外高校数据管理服务实施框架体系研究,陈大庆;,深圳大学图书馆;,2013
基于机器学习的专利价值评估方法研究,赵蕴华;张静端1;李岩;殷绪成;,中国科学技术信息研究所;北京科技大学;,2013
关系抽取技术研究综述,黄勋;游宏梁;于洋;,中国国防科技信息中心;,2013
基于语料库的最新ISO会话行为标注体系的研究:从SWBD-DAMSL到SWBD-ISO,方称宇;曹竞;刘晓月;,香港城市大学;中南财经政法大学;,2013
基于文本挖掘技术的读者知识管理在学术图书馆中的应用,张岩;丁海德;周晓梅;,青岛科技大学图书馆;,2013
言语行为自动分类研究综述,李嘉;张朋柱;李欣苗;刘璇;,华东理工大学商学院;上海交通大学安泰经济与管理学院;上海财经大学信息管理与工程学院;,2013
基于机器学习的扫描图书元数据自动抽取研究,陈淑平;梁东魁;,燕山大学图书馆;燕山大学信息科学与工程学院;,2013
中文分词中未登录词分布规律及处理方法研究,邢富坤;,解放军外国语学院语言工程系;,2013
跨学科《人工智能》课程教学探讨,赵曼;何千舟;,中国地质大学(武汉)计算机学院;,2013
面向中文图书的自动标引模型构建及实验分析,王昊;邹杰利;邓三鸿;,南京大学信息管理学院;,2013
先秦古汉语典籍中的人名自动识别研究,汤亚芬;,南京农业大学信息科学技术学院;,2013
