题目T1,作者A1,地址AD,年份YR
大数据时代思想政治教育的微传播化,刘辉1;,北京大学马克思主义学院;,2014
大数据时代区域教育均衡发展新思路,刘雍潜;杨现民1;,中国教育技术协会秘书处;江苏省教育信息化工程技术研究中心;,2014
大数据在信息消费中的应用分析,李明杰;闫强;,北京邮电大学经济管理学院;,2014
远程教育云数据中心的研究与实践——以山东电大数据中心为例,韩磊;陈岩;范华;,山东广播电视大学现代教育技术中心;兖州市第一中学;,2014
大数据与零售银行数字化管理,杨海平;,北京大学光华管理学院博士后流动站;,2014
电视数据新闻报道的探索与尝试——以中央电视台《晚间新闻》“据”说系列报道为例,常江;文家宝;刘诗瑶;,中国人民大学新闻学院;中国人民大学新闻与社会发展研究中心;,2014
新媒体环境下大数据驱动的受众分析与传播策略,聂磊;,华东师范大学公共管理学院;,2014
大数据:出版产业的机遇与实践,石佳靓;,南京大学信息管理学院;,2014
大数据时代出版品牌塑造与提升,姚宝权;,湖南大众传媒学院;,2014
科学大数据共享研究:基于国际科学数据服务平台,杨友清;陈雅1;,南京大学信息管理学院;,2014
大数据对图书馆信息咨询服务的影响及对策,袁红军;,郑州师范学院图书馆;,2014
基于个性化服务需求的图书馆大数据分析平台构建研究,马晓亭;,兰州商学院信息工程学院;,2014
大数据理念与图书馆大数据,李恬;,北京工业大学图书馆;,2014
基于大数据的图书馆业务流程再造研究,陈艳;,广东外语艺术职业学院图书馆;,2014
掘金大数据:图书馆面临的几个问题探讨,姚毅;,南京图书馆信息技术应用部;,2014
用户参与大数据众包活动的意愿和影响因素探究,吴金红;陈强;鞠秀芳;,武汉纺织大学管理学院;南京大学中国社会科学研究评价中心;,2014
大数据趋势下数字图书馆的服务创新策略,胡海鹰;,河南省图书馆;,2014
大数据时代的数字图书馆建设研究,陈传夫;钱鸥;代钰珠;,武汉大学信息管理学院;,2014
大数据时代图书馆用户服务保障研究,陈臣;,兰州商学院网络中心;,2014
大数据时代对馆藏资源的影响及其发展趋势,杨强;邱均平1;,武汉大学信息管理学院;武汉大学中国科学评价研究中心;,2014
大数据时代网络媒体经营对策研究,谢鼎新;尹召凯;,南京财经大学新闻学院;,2014
大数据引领的三种新型出版模式之实践,张炯;,武汉大学信息管理学院;湖北第二师范学院;,2014
论大数据技术的应用对出版业的影响,王凌1;,河南大学艺术学院;,2014
大数据时代的网络广告模式——基于RTB的网络广告市场运作模式分析,李凤萍;,中国人民大学新闻学院;,2014
云物流和大数据对物流模式的变革,梁红波;,濮阳职业技术学院;,2014
大数据、云计算环境对企业管理信息系统选择的影响机制研究——基于动态能力的视角,栾志乾;汤谷良;,对外经济贸易大学国际商学院;,2014
论大数据时代企业经营者社会资本培育机制创新——以生活为媒介的“双网”渗透培育机制探究,单凤儒;,渤海大学;,2014
基于大数据分析的互联网金融风险预警研究,杨虎;易丹辉;肖宏伟;,中国人民大学统计学院;国家信息中心经济预测部;,2014
多维大数据序列相关性分析方法在宏观经济中的应用,王琳;,北京交通大学人文学院;,2014
浪潮以大数据重构企业智慧,张阳;,NA,2014
网络与大数据时代的隐私权,段伟文;纪长霖;,中国社会科学院哲学研究所;北京工业大学耿丹学院;,2014
大数据时代产业发展与社会管理问题研究前瞻,邵鹏;胡平;齐杰;,西安交通大学管理学院;,2014
基于复杂网络的电信大数据处理研究,张瑞;,兰州商学院信息工程学院;,2014
基于大数据的商业模式创新研究——以国家电网为例,刘丹;曹建彤;王璐;,北京邮电大学经济管理学院;,2014
基于大数据理念的电视节目编排管理策略探索,何蔚;吕沁;,北京电视台;,2014
数据新闻节目创新路径研究——电视媒体数据应用前沿分析,付晓光;曾祥敏;,中国传媒大学新闻传播学部;,2014
应对大数据时代要求  加快社会保障信息资源整合,孙洁1;,中国民主建国会中央妇女委员会;对外经济贸易大学保险学院;,2014
大数据时代下的外交决策研究,陆钢;,华东师范大学政治学系;,2014
大数据时代国家治理能力建设的双重境遇与破解之道,胡洪彬;,复旦大学马克思主义学院;浙江旅游职业学院社科部;,2014
大数据视角下重大项目社会稳定风险评估的困境突破与系统构建,谭爽;胡象明;,中国矿业大学(北京)文法学院;北京航空航天大学公共管理学院;,2014
大数据技术与公共安全信息共享能力,李明2;,国家行政学院应急管理教研部;,2014
大数据对政府治理的影响及挑战,刘叶婷;唐斯斯;,天津市信息中心;国家信息中心中国智慧城市发展研究中心;,2014
数据驱动决策系统:大数据时代美国学校改进的有力工具,王萍;傅泽禄;,华南师范大学文学院;广东科学中心;,2014
大数据时代高校学生管理工作的挑战与对策分析,王婧;,西南大学马克思主义学院;,2014
反省分析技术在教育领域中的应用,马红亮;袁莉;郭唯一;许楠;杨洋;,陕西师范大学教育学院;英国博尔顿大学教育控制论研究所;四川师范大学教务处;,2014
大数据时代对体育传播的影响,张江南;,武汉体育学院体育新闻传播学院;,2014
2013年中国传媒业的发展状况与未来态势——基于智能化社会文本分析技术视野中的中国传媒业,喻国明;杨雅;,中国人民大学新闻学院;,2014
大教学、大数据、大变革——edX首门“慕课”研究报告的分析与启示,杨满福;焦建利;,广西师范学院计算机与信息工程学院;华南师范大学教育信息技术学院;,2014
大数据环境下个人数据隐私治理机制研究——基于利益相关者视角,王忠1;殷建立;,北京市社会科学院;清华大学社会科学学院;天津大学经济与管理学部;,2014
基于关联分析的出版社图书出版发行实证研究,刘硕;罗光景;,北京印刷学院;,2014
形式概念分析在Folksonomy中的应用研究进展,石光莲;张敏;郑伟伟;,西南大学计算机与信息科学学院;,2014
基于大数据时代的公共信息服务政企合作路径分析,陈怀平;金栋昌;,长安大学政治与行政学院;长安大学长安文化产业研究中心;,2014
基于词共现的大数据研究主题分析,王一博;郭鑫;王继民;,北方工业大学信息工程学院计算机系;北京大学信息管理系;,2014
国外大数据研究特征及趋势预测,刘泽照;张谦;,陕西广播电视大学工商管理系;西安交通大学管理学院;,2014
大数据时代图书馆基于服务生命周期的客户关系管理研究,陈双飞;,兰州商学院信息工程学院;,2014
大数据背景下我国高校图书馆检索服务应用研究,施亮;魏凤萍;,华中科技大学图书馆;,2014
大数据驱动下的图书馆服务创新——以沈阳师范大学图书馆为例,孙鹏;,沈阳师范大学图书馆;,2014
大数据视角下图书馆服务发展走向及策略研究,张国杰;,广东第二师范学院图书馆;,2014
大数据在我国图书馆的应用及推进研究,江云;李凤兰;,重庆理工大学图书馆;,2014
大数据时代图书馆客户关系管理研究,马晓亭;,兰州商学院信息工程学院;,2014
图书馆数据统计和分析的优化解决方案研究,徐璟;陈嘉懿;,上海交通大学图书馆;,2014
大数据给图书馆带来的机遇与挑战,康春鹏;杜蕊;,北京青年政治学院图书馆;北京教育学院干部培训办公室;,2014
大数据环境下数字信息资源服务创新,张斌;马费成;,武汉大学信息资源研究中心;,2014
大数据影响下的图书馆学研究新动向探寻,张晓琳;,广东财经大学;,2014
基于数据驱动的企业商业情报管理,李宝虹;白建东;张会来;,哈尔滨师范大学管理学院;西北大学经管学院;,2014
面向大数据的机构知识库构建模式创新研究,朱维乔;,广州航海学院图书馆;,2014
大数据环境下图书馆跨边界知识自组织促进知识转移方法,刘小锋;,新乡医学院图书馆;,2014
从信息自动化到知识自动化——大数据时代办公自动化系统的功能分析,韩潇影;,甘肃省气象信息与技术装备保障中心;,2014
大数据时代报纸时政新闻的可视化探索,朱帆;闫修彦;,羊城晚报社要闻部;,2014
数据新闻:价值与局限,丁柏铨;,南京大学新闻传播学院;,2014
大数据时代传播研究中语料库分析方法的价值,喻国明;李慧娟;,中国人民大学新闻学院;,2014
大数据时代下高校图书馆的应对策略,曾文雯;,深圳大学;,2014
专利大数据及其发展对策,姚卫浩;金江军1;,北京大学;,2014
大数据技术在精准化营销中的应用,王东;,新疆教育学院;,2014
基于大数据的企业基本养老保险待遇调整绩效审计分析——以X省为例,邱玉慧;吕天阳;杨蕴毅;,黑龙江大学政府管理学院;审计署计算机技术中心;,2014
大数据时代与企业财务管理转型,王志权;,中国能建集团装备有限公司南京技术中心;,2014
大数据时代下我国税收征管模式转型的机遇与挑战,王向东;王文汇;王再堂;黄莹;,吉林财经大学税务学院;吉林省地方税务局人事处;,2014
面向电网企业的ERP访问控制及权限管理研究,林友谅;刘星1;,中南大学商学院;湖南理工学院;国网湖南省电力公司信息通信公司;,2014
城市管理复杂性与基于大数据的应对策略研究,宋刚;张楠;朱慧云1;,北京大学遥感与地理信息系统研究所;清华大学公共管理学院;北京市城市管理综合行政执法局科技信息中心;,2014
多模态语篇分析新进展:GeM模型及其应用评述,李学宁;李向明;,山东大学外国语学院博士后流动站;清华大学深圳研究生院;,2014
大数据视角下传媒领域的经济效应分析,赵鹤;潘芳远;,中国农业电影电视中心办公室;,2014
依托大数据技术开发文化艺术资源,魏有庆;王凯戊;,天津职业技术师范大学;天津职业技术师范大学信息学院;,2014
大数据、新史实与理论演进——以学籍卡材料的史料价值与研究方法为中心的讨论,梁晨;李中清;,南京大学历史系;香港科技大学人文与社会科学学院;,2014
大数据对电影创意和内容管理的意义,李迅;王义之;杜思梦;,中国电影艺术研究中心;凡道资本;,2014
“大数据”与提高党的建设科学化水平,赵淑梅1;,中国人民大学马克思主义学院;,2014
大数据的教育应用研究综述,刘凤娟;,陕西理工学院教育科学学院;,2014
大数据环境下的智能综合评价方法研究,李远远;,桂林电子科技大学;,2014
大数据时代的数据主权和国家数据战略,沈国麟;,复旦大学新闻学院;,2014
大数据对统计学科发展的影响,李卫东;,北京交通大学经济管理学院;,2014
大数据环境下个人数据隐私泄露溯源机制设计,王忠1;殷建立;,北京市社会科学院;清华大学;天津大学;,2014
从央视《晚间新闻·据说春运》看大数据时代传统媒体新闻报道的创新,陆丹;,北京师范大学珠海分校;澳门城市大学;,2014
近年来Hadoop国内研究进展,王彦明;,河南中医学院思想政治理论教研部;,2014
面向大数据知识咨询的技术体系研究,刘昱;,大连外国语大学思政部;,2014
大数据联动的负面效应及应对策略,蒋洁;,南京信息工程大学公共管理学院;南京信息工程大学中意网络侵权研究所;,2014
图书馆大数据管理与分析,王红1;,山西财经大学图书馆;,2014
基于大数据的图书馆智能门户设计研究,朱维乔;,广州航海学院图书馆;,2014
大数据技术在图书馆阅读推广中的应用——以“3A5步”法为例,王天泥;,辽宁省图书馆;,2014
大数据时代传统媒体的转型与突围,王俊荣;崔爽爽;,武汉大学新闻与传播学院;西北政法大学新闻传播学院;,2014
大数据分析与可视化技术:新闻传播的新范式——“大数据与新闻传播创新”研讨会综述,杨雅;,中国人民大学新闻学院;,2014
国外高校图书馆科学数据素养教育研究,孟祥保;李爱国;,东南大学图书馆;,2014
大数据背景下科技型中小企业信用信息平台建设——基于消除“隐性壁垒”问题的探讨,李莉;顾春霞;杨雅楠;,南开大学商学院;,2014
大数据时代商业银行风险管理优化,高建峰;张志荣;,中国农业银行绍兴市分行;,2014
大数据时代我国宏观经济数据的冲突与协调,文桂江;李昕1;,天津工业大学管理学院;,2014
大数据环境下电子商务个性化推荐服务发展动向探析,王茜;钱力;,中国科学院文献情报中心;,2014
基于决策偏移的舆论演化动力学模型,张峰;吴斌;王柏;高枫;,北京邮电大学 北京市智能通信软件与多媒体重点实验室;中国电子科技集团电子信息创新研究院;中国联通网络技术研究院;,2014
社会网络分析工具Ucinet和Gephi的比较研究,邓君;马晓君;毕强1;,吉林大学管理学院;,2014
大数据对企业战略决策的影响分析,何建华;,安徽师范大学经济管理学院;中国科学技术大学管理学院;,2014
基于大数据的汉语表达智能模型及其理论基础,周建设;彭琰;张跃;,首都师范大学语言智能协同研究院;首都师范大学文学院;北京语言智能协同研究院;,2014
当前中国电影营销的关键问题研究,刘藩;刘婧雅;,中国艺术研究院文化发展战略研究中心;,2014
影视大数据:影视互动体验与量化认知的根本,戴志强;朱海澎;潘皓;,中国传媒大学脑科学与智能媒体研究院;东北农业大学;中国传媒大学;中国传媒大学艺术学部艺术研究院;,2014
我国首个电影大数据分析平台——数太奇正式上线,李栋;,NA,2014
中国电影产业大数据应用分析——以《后会无期》为例,晁文庆;,北京数邦伟业信息科技有限公司;,2014
口述历史:人类个体记忆库与心理学(一),陈墨;,中国电影艺术研究中心;,2014
新闻传媒业如何应对大数据时代的冲击,雷英;,山西影视集团;,2014
新媒体视域下民族文化传播的困境及出路分析,张竞月;王金磊;,中央民族大学中国民族理论与民族政策研究院;,2014
“大数据”时代政府数据开放制度建设路径研究,沈亚平;许博雅;,南开大学周恩来政府管理学院;,2014
大数据背景下政府信息资源管理的探索与思考——以流动人口信息管理为例,李宇;,国家行政学院社会和文化教研部;,2014
大数据、评估与变革:2013年国际电子政务研究的主题与趋势,张钟文;张楠;孟庆国;,清华大学公共管理学院;,2014
电子书包中基于教育大数据的个性化学习评价模型与系统设计,牟智佳2;,北京师范大学教育学部教育技术学院;,2014
智慧校园建设总体架构模型及典型应用分析,王燕;,南阳师范学院新闻与传播学院;,2014
同步网络课堂的理念、应用及未来发展,魏雪峰;杨俊锋;,鲁东大学教师教育学院;杭州师范大学教育学院;,2014
从大数据挖掘的视角分析学生评教的有效性,马秀麟;衷克定;刘立超;,北京师范大学教育技术学院;,2014
高校图书馆基于大数据的知识服务,李红霞;曾英姿;,四川大学图书馆;,2014
P2P小额信贷风险管理:比较与评析,汪洋;,中南财经政法大学金融学院;,2014
大数据时代下的人口信息管理及应用探析,李红娟;,中国人民大学社会与人口学院;,2014
获取教育大数据:基于xAPI规范对学习经历数据的获取与共享,顾小清;郑隆威;简菁;,华东师范大学教育信息技术学系;,2014
大数据时代体育科学研究思维的变革,贺鑫森;王岗;朱罗敬;,苏州大学体育学院;中南林业科技大学;,2014
大数据在我国高速公路超限问题研究中的应用初探,李卉;申孟宜;展国殿;,国家统计局服务业统计司分析研究处;国家统计局服务业统计司服务业一处;国家统计局服务业统计司发展规划处;,2014
大数据环境下商业生态系统协同演化研究,王举颖;赵全超;,中国海洋大学管理学院;青岛国信集团;,2014
大数据时代“跨国沙友”社区信任关系解析,刘亚萍;李丽;贺涵;,广西大学商学院;,2014
大数据时代的信息消费内涵分析,何猛;闫强;,北京邮电大学经济管理学院;,2014
学习分析视角下的个性化学习平台研究,曹晓明;朱勇;,深圳大学师范学院;,2014
大数据方法与新闻传播创新:从理论定义到操作路线,喻国明;,中国人民大学新闻学院;,2014
大数据时代电子商务物流信息反馈机理研究,韩小改;,洛阳理工学院经济与工商管理系;,2014
大数据时代银行业应对策略,张建国;,中国建设银行;,2014
大数据与银行风险管理,魏国雄;,中国工商银行;,2014
建立智慧型风险管理体系,张守川;琚江;杨肖;,中国银行风险管理部;中国银行江苏省分行;,2014
银行业大数据应用分析,蒋则沈;,中国银监会创新监管部;,2014
构建银行大数据分析蓝图,王天义;,IBM大中华区;IBM行业及价值创新事业部;,2014
大数据分析与情报分析关系辨析,李广建;化柏林;,北京大学信息管理系;,2014
基于联机分析处理的出版社出版发行决策支持应用研究,刘硕;,北京交通大学中国产业安全研究中心博士后科研工作站/北京产业安全与发展研究基地;北京印刷学院;,2014
大数据时代科技期刊编辑工作的变革与挑战,吴鸣谦;孙守增;韩跃杰;,"长安大学杂志社,长安大学出版科学研究所;",2014
大数据时代出版业发展趋势研究,黄孝章;刘益;,北京印刷学院;,2014
大数据时代出版企业的数据资产运营,刘志杰;,河南大学;,2014
基于共现分析的大数据热点领域研究,刘晓娟;谢素萍;,北京师范大学政府管理学院;清华大学计算机与信息管理中心;,2014
基于关联主义学习理论的智慧图书馆服务模式构建,田梅;,南京大学信息管理学院;新乡医学院管理学院;新乡医学院卫生信息资源研究中心;,2014
从数字保存到数字策展的变革走向探析,张斌;李翔;,武汉大学信息资源研究中心;,2014
国外大数据研究热点及发展趋势探析,黄永勤;,南京政治学院上海校区军事信息管理系;,2014
大数据:信息技术与信息管理的一次变革,宋学清;刘雨;,东北师范大学文学院;,2014
国内外社交网络(SNS)大数据应用比较研究——以Facebook和腾讯为例,车凯龙;铁茜;,西北大学图书馆;,2014
物流信息分析研究现状与趋势展望,张玉峰2;曾奕棠;,武汉大学信息资源研究中心;,2014
大数据时代高校图书馆的数字资源共享策略探讨,何建新;,华南农业大学图书馆;,2014
如何利用大数据构建图书馆新型知识服务体系,陈国兰;,南京邮电大学图书馆;南京邮电大学科技情报研究所;,2014
"发展情报方法研究,应对大数据挑战",谢新洲;,北京大学新媒体研究院;全国新闻与传播专业学位研究生教育指导委员会;北京市科学技术研究院竞争情报与创新评估重点实验室;,2014
技术融合的计量分析——以4种新兴信息技术为例,邱均平1;杨强;,武汉大学中国科学评价研究中心;武汉大学信息管理学院;,2014
大数据时代图书馆与档案馆深度融合发展研究,许碧文;,杭州图书馆;,2014
基于专利的大数据技术发展情报分析及战略研究,李鹏飞;卢瑾;辛一;,西安邮电大学经济与管理学院;陕西省科学技术信息研究所;,2014
“城市记忆工程2.0”理论与实践初探,赵生辉;朱学芳;,南京大学信息管理学院;,2014
大数据应用与学术传播的变迁,张楠1;,徐州工程学院人文学院;,2014
传统媒体数据库的“超新闻”运用,程必忠;,重庆广告产业园管理运营有限公司;,2014
数据新闻给新闻行业带来什么,黄偲嫣;冯嘉莹;,同济大学艺术与传媒学院;,2014
大数据对新闻内容生产的局限,左艳红;,西安外国语大学英文学院;,2014
大数据背景下新浪微博的媒介营销困局及几点建议,梁凤鸣;曲飞帆;李凌凌;,《泰山学院学报》编辑部;郑州大学新闻与传播学院;,2014
大数据时代出版业“入口生态”战略分析,程忠良2;,安庆师范学院新闻研究室;,2014
大数据对科技期刊信息传播价值链的影响与变革,王青;董秀玥;,中国医学科学院医学信息研究所;中国医学科学院肿瘤医院《中华放射肿瘤学杂志》编辑部;,2014
面向大数据时代的高校图书馆创新服务,朱世琴;,华东理工大学;,2014
图书资讯的大数据时代——“第十二届海峡两岸图书资讯学学术研讨会”纪实,柯平1;,南开大学;,2014
数字人文背景下的图书馆:作用与服务,曾小莹;,广州医科大学卫生职业技术学院图书馆;,2014
大数据时代的金融监管创新,白硕;熊昊;,上海证券交易所;,2014
用大数据把握旅游管理部门宏观调控的主动权,唐晓云;,中国旅游研究院旅游经济实验室;,2014
精细化:大数据时代管理模式的变革,曲婧;,吉林大学马克思主义学院;吉林财经大学马克思主义学院;,2014
物联网时代的消费税管理创新:国际经验与应用前景,黄运;,财政部财政科学研究所;,2014
以大数据辅助房地产宏观决策,李鹏飞1;吕欣;,国家信息中心博士后工作站;,2014
互联网时代商业银行的竞争战略,樊志刚;黄旭;谢尔曼;,中国工商银行城市金融研究所;中国工商银行博士后科研工作站;,2014
电子战的赛博空间维度的识别,王德伟;孙继尧;,哈尔滨工业大学工程与社会发展研究中心马克思主义学院;武警黑龙江省总队;,2014
大数据对于科学研究影响的哲学分析,张晓强;蔡端懿;,清华大学科学技术与社会研究中心;清华大学深圳研究生院;,2014
大数据时代营销创新研究的价值、基础与方向,李巍;席小涛;,重庆理工大学管理学院;中国社会科学院中小企业研究中心;,2014
基于大数据可用性的政府统计策略研究,孙立;杨军;潘坤友;,盐城工学院经济与管理学院;中国科学院南京地理与湖泊研究所;,2014
基于SNA的国际大数据研究结构态势,刘泽照;张谦;黄杰;,西安交通大学公共政策与管理学院;西安交通大学管理学院;,2014
大数据方法对于缓解城市交通拥堵的作用的理论分析,赵鹏军;李铠;,北京大学城市与环境学院;北京大学城市与交通规划研究中心;,2014
大数据时代智慧城市空间规划方法探讨,秦萧;甄峰;,南京大学地理与海洋科学学院;荷兰乌特勒支大学地理科学学院;南京大学建筑与城市规划学院;,2014
城市模型的回顾与展望——访谈麦克·巴蒂之后的新思考,刘伦;龙瀛;麦克·巴蒂;,剑桥大学土地经济系;北京城市规划研究院;英国剑桥大学建筑系;伦敦大学学院巴特莱特学院;,2014
大规划:大数据时代的参与式地理设计,赵珂;于立;,重庆大学建筑城规学院;重庆大学山地城镇建设与新技术教育部重点实验室;英国卡迪夫大学规划与地理学院;,2014
基于改进Grey-Markov模型的耕地数量预测,郇红艳;谭清美;孙君;朱平;,南京航空航天大学经济与管理学院;阜阳师范学院经济与管理学院;无锡商业职业技术学院经济贸易学院;中国科学院南京土壤研究所;,2014
情绪能预测股市吗?,赖凯声;陈浩;乐国安;董颖红;,南开大学周恩来政府管理学院社会心理学系;鲁东大学教育科学学院心理系;,2014
大数据与认识论,吕乃基;,东南大学科技与社会研究中心;,2014
大数据时代下新媒体电影的呈现与问题,徐杰;,西南民族大学文学与新闻传播学院;,2014
大数据时代的人文地理研究与应用实践,甄峰;秦萧;王波;,南京大学建筑与城市规划学院;南京大学人文地理研究中心;南京大学地理与海洋科学学院;香港大学地理系;,2014
南京市区活动空间总体特征研究——基于大数据的实证分析,王波;甄峰;魏宗财;,香港大学地理系;南京大学建筑与城市规划学院;南京大学人文地理研究中心;香港大学城市规划及设计系;,2014
以信息化为平台的基层政府社会管理机制创新——上海市闵行区“大联动”机制的探索与启示,刘兰华;,华东师范大学政治系;,2014
大数据时代的公共安全治理,张春艳;,吉林省行政学院;,2014
论大数据背景下的政府“循数”治理,任志锋;陶立业;,东北师范大学;,2014
大数据时代的中国国家治理能力建设,唐皇凤;陶建武;,武汉大学政治与公共管理学院;,2014
大数据时代的国家治理转型,王向民;,华东师范大学政治学系;华东师范大学公共事务与政府治理研究中心;,2014
创新大数据时代的网络舆情管理,卿立新;,湖南省委;湖南省委网宣办;,2014
大数据时代的教育管理变革,周湘林;,中央财经大学政府管理学院;,2014
浅析大数据背景下的政府统计,杨美沂;林勇;,西北师范大学经济学院;,2014
高校大数据集成管理研究,石峻峰;樊泽恒;武莉莉;付双双;,南京航空航天大学档案馆;南京航空航天大学高等教育研究所;南京图书馆人事组织部;苏州大学档案馆;,2014
大数据时代的体育传播:特征、主体定位与发展方向,丁响;高丽华;赵波;,上海海事大学体育部;武警政治学院军事安全保卫系;,2014
基于细分市场分析的我国百货零售业市场营销策略研究,余远坤;,广东开放大学经济管理学院;,2014
教育效益的追问:从学习分析技术的视角,胡艺龄;顾小清;罗九同;陈婧雅;,华东师范大学教育信息技术学系;湖南第一师范学院信息工程学院;,2014
大数据时代学术期刊的数字化探索,叶金宝;,《学术研究》;,2014
大数据背景下社科实证研究的形式主义陷阱,周靖祥;,湘潭大学中国农村与发展研究中心;上海交通大学安泰经济与管理学院;,2014
大数据时代MOOC对高等教育教材出版的挑战,谭小军;周安平;,西南大学新闻传媒学院;西南师范大学出版社;,2014
大数据环境下出版社内容客户端应用,段淳林;吕行;,华南理工大学新闻与传播学院;,2014
大数据时代图书馆数据可用性:价值、挑战和保障,马晓亭;,兰州商学院信息工程学院;,2014
大数据解读国内众筹出版的现状与问题,徐琦;杨丽萍;,中国传媒大学协同创新中心新媒体研究院;,2014
大数据时代数字出版版权保护的难点与策略研究,齐元军;,淄博师范高等专科学校;,2014
基于内容的大数据视频资源分布式检索方案研究,柏雪;周力青;,桂林理工大学信息科学与工程学院;桂林理工大学图书馆;,2014
大数据技术对传播研究方法的影响与挑战,苏林森;易伟芳;,北京交通大学语言与传播学院;中国青年政治学院新闻传播系;,2014
基于用户服务价值的图书馆大数据价值分析与服务质量保证研究,马晓亭;,兰州商学院信息工程学院;,2014
大数据时代高校信息素养教育体系创新研究,任俊霞;曹君;,哈尔滨工业大学图书馆;,2014
大数据环境下微博舆情热点话题挖掘方法研究,马彦;,兰州商学院信息工程学院;,2014
大数据时代的信息伦理研究,陆伟华;,广西大学图书馆;,2014
大数据下图书馆服务的策略与挑战,李杰;,吉林省图书馆;,2014
政府网络舆情日志大数据挖掘实证研究,李祝启;陆和建;申林;,安徽省图书馆;安徽大学管理学院;合肥市信息资源管理中心;,2014
大数据时代个人数据的隐私顾虑研究——基于调研数据的分析,王忠1;赵惠1;,北京市社会科学院;清华大学;首都经济贸易大学;,2014
基于大数据技术的网络舆情文本挖掘研究,李金海;何有世;熊强;,江苏大学管理学院;,2014
面向舆情主题的微博用户网络影响力挖掘分析,刘继;李磊;,新疆财经大学统计与信息学院;新疆财经大学社会经济统计研究中心;,2014
大数据视野下的数据泄露与安全管理——基于90个数据泄露事件的分析,董杨慧;谢友宁;,河海大学商学院;,2014
大数据领域的主题分析——基于WOS和Wikipedia的互证研究,许鑫1;冯诗惠;,华东师范大学商学院信息学系;香港中文大学工学院;,2014
跨边界信息资源共享及其在企业创业过程中的作用分析,张波2;谢阳群;何刚;邵康;,安徽理工大学经济与管理学院;淮北师范大学管理学院;,2014
国有企业科技档案检索方法提升与大数据管理探究,谈清辉;,中国电子科技集团公司第四十八研究所;,2014
大数据时代档案馆服务创新研究,田伟;韩海涛;,天津工业大学档案馆;,2014
大数据预测的伦理困境与出路,蒋洁;陈芳;何亮亮;,南京信息工程大学公共管理学院;南京信息工程大学滨江学院;,2014
基于大数据的数字出版模式研究,付婉莹;薛创;,上海出版印刷高等专科学校;中国新闻出版研究院;,2014
从棱镜计划看大数据时代下的情报分析,化柏林;,北京大学信息管理系;,2014
不同领域的情报分析及其在大数据环境下的发展,李广建;江信昱;,北京大学信息管理系;,2014
大数据分析的方法及其在情报研究中的适用性初探,江信昱;王柏弟;,北京大学信息管理系;,2014
基于电子商务平台的农产品云物流发展,王娟娟;,兰州商学院经济学院;,2014
大数据征信与小微企业融资,范晓忻;,金电联行;,2014
大数据时代消费者行为变迁及对商业模式变革的影响,李富;,无锡商业职业技术学院国际商务学院;,2014
国际银行业声誉风险管理,王衍行;,中国银行业协会;中国银行业声誉风险管理联席会;,2014
提升中国模式影响力的四力互动发展——2007—2014年中国国际竞争力评价和分析,赵彦云2;王雪妮;,中国人民大学应用统计科学研究中心;中国人民大学统计学院;,2014
大数据发展下集群融资创新环境治理研究,马毅;,佛山职业技术学院;,2014
浅析大数据时代的企业财务管理,贾海波;,中国人民大学商学院;,2014
基于云计算技术的大数据下企业危机管理系统研究,何军1;,安徽大学商学院;,2014
基于数据挖掘的第二次土地调查成果应用现状分析,郭谁琼;金雨泽;张嘉;白晓飞;李焕;黄贤金;钟太洋;,南京大学地理与海洋科学学院;中国土地勘测规划院;,2014
量化世界观与方法论——《大数据时代》点赞与批判,赵伶俐1;,西南大学;,2014
全媒体时代下的手机媒体广告设计分析,师悦;,南京艺术学院设计学院;,2014
主要发达国家大数据政策比较研究,张勇进;王璟璇;,国家信息中心信息化研究部电子政务研究室;国家信息中心网络政府研究中心;国家信息中心信息化研究部;,2014
论大数据时代背景下宏观调控决策的法治化,徐寅;,华东政法大学外语学院;,2014
数据挖掘技术的专利适格性争辩,程国徽;,重庆大学;,2014
国际关系中的大数据变革及其挑战,蔡翠红;,复旦大学美国研究中心;,2014
关于互联网金融法律监管问题的探讨,陶震;,中国投资有限责任公司;,2014
构建问政云平台促进政民互动与信息处理集约化——基于对奥一网及惠州网络问政平台的研究,吕晓阳;王会金1;,广东行政学院信息技术教研部;,2014
需求导向的中国政府数据开放研究,周军杰;,河南财经政法大学电子商务与物流管理学院;,2014
大数据时代的决策:数据分析抑或直觉经验,陈龙;程开明;,浙江工商大学统计与数学学院;,2014
量化自我:大数据时代教育领域研究新机遇——2014年地平线报告研究启示,陈然;杨成;,江苏师范大学教育研究院;,2014
量化自我:大数据时代学习的新趋势,张枝实;,浙江广播电视大学校长办公室;,2014
基于学习分析技术的预测模型构建与实证研究,马杰;赵蔚2;张洁;赵艳;,东北师范大学计算机科学与信息技术学院;长春教育学院;,2014
知识管理视角下基于网络的教师专业学习研究——第五届全国基于网络的教师实践社区COP学术研讨会综述,诸立尚;张敏霞;,首都师范大学初等教育学院;首都师范大学教育技术系;,2014
大数据时代新闻传播人才培养模式探讨,胡兵;郑重2;,华南理工大学新闻与传播学院;,2014
产业互联网驱动下的商业模式创新研究——以河南为分析例证,完世伟;赵然;赵西三;王芳;李国英;武文超;石涛;,NA,2014
从大数据看综合评价“”,曾守桢;张崇辉;,浙江万里学院;浙江工商大学;,2014
中小学慕课与翻转课堂教学模式研究,陈玉琨;,华东师范大学慕课中心;,2014
