题目T1,作者A1,地址AD,年份YR
基于大数据视角的专利分析方法与模式研究,彭茂祥;李浩;,清华大学;中国专利技术开发公司;,2016
大数据背景下在线评论在图书销售中的策略分析,任娟;,上海出版印刷高等专科学校出版与传播系;,2016
大数据技术在传统出版社数字出版中的应用分析,余海燕;,武汉理工大学出版社;,2016
大数据对企业经营管理的影响研究,马二伟;,重庆工商大学文学与新闻学院;,2016
大数据领域代表性专家识别与分析——文献计量学视角,高继平;马峥;潘云涛;张玉华;,中国科学技术信息研究所;,2016
大数据下高校贫困生确认模型构建——基于“模糊综合评判法”与“模糊层次分析法”集成的实证研究,毕鹤霞;,华东交通大学人文社会科学学院公共管理系;,2016
基于公路交通流的城市群关联网络研究——以京津冀城市群为例,傅毅明;赵彦云;,中国人民大学统计学院;,2016
“大数据”的文化建设战略价值:案例和实践,陈云松;严飞;张翼;,南京大学社会学院;清华大学社会学系;斯坦福大学Walter H.Shorenstein亚太研究中心;中国社会科学院社会学所;,2016
大数据中的中国文化名人名著:500年国际知名度分析,张亮亮;张洪;李双龙;吴楷文;,南京大学社会学系;南京大学心理学系;西南财经大学社会工作发展研究中心;,2016
大数据中的中国非物质文化遗产:300年国际知名度分析,孙艳;黄荣贵;洪岩璧;,无锡科技职业学院;复旦大学;东南大学社会学系;,2016
中国城市国内知名度的变迁和机制——基于海量书籍和互联网搜索引擎的大数据分析,柳建坤;吴愈晓;刘伟峰;,南京大学社会学院;,2016
面向大数据技术的隐私困境思考,严炜;邹盼;,武汉科技大学马克思主义学院;,2016
大数据时代学习分析与外语教学研究展望,甘容辉;何高大;,广东金融学院外语系;华南农业大学外国语学院;,2016
迈向大数据时代的高校管理创新,程瑛;刘成山1;,广州大学教育学院;广州大学大数据治理研究中心;,2016
“马克思主义”主题大数据大众调查与分析,张凯;梁莎;,中南财经政法大学信息与安全工程学院;,2016
运用大数据创新高校党建工作的思考,米华全;申小蓉;,电子科技大学马克思主义教育学院;,2016
大数据背景下救灾社会响应协同研究,卢文刚;周爽;,暨南大学;,2016
大数据视域下的城市公共危机案例库建设研究,刘翔;,北华大学图书馆;北华大学信息资源管理与服务研究所;,2016
美国犯罪情报预测分析技术的特点——基于兰德报告《预测警务》的视角,吕雪梅;,山东警察学院;,2016
大数据背景下美国政府信息管理法规与政策的拓展,张晓娟;唐长乐;王文强;,武汉大学信息管理学院;,2016
大数据交易中的产权问题研究,汤琪;,武汉大学信息管理学院;,2016
高等院校大数据挖掘与决策分析体系的应用研究,余鹏;李艳;吕鹏;,中南民族大学现代教育技术中心;中国科学院武汉文献情报中心;中南民族大学图书馆;,2016
大数据学习分析的研究与应用——以浙江省教师教育MOOC培训平台的课程为例,陈雷;,宁波教育学院网络与教育技术中心;,2016
大数据学习分析支持个性化学习研究——技术回归教育本质,杨雪;姜强;赵蔚;,东北师范大学;,2016
大数据在教育领域的研究热点及发展趋势——基于共词分析的可视化研究,崔晓鸾;赵可云;,曲阜师范大学;,2016
基于大数据的学位授权点质量信息常态化监测,张翔;陆嵘;丁明利;郭琪;,东华大学研究生部学位工作办公室;东华大学研究生部;,2016
论我国教育研究范式的转变——基于大数据的视角,冯文全;马星光;张倩;,西华师范大学教育学院;,2016
全面二孩政策的舆情解读——基于微舆情大数据的分析,林寒;罗教讲;,武汉大学社会学系;,2016
大数据在劳动力市场研究中的应用与展望,史珍珍;曾湘泉;,中国人民大学劳动人事学院;,2016
在鼓励创新与保护人权之间——法律如何回应大数据技术革新的挑战,郑戈;,上海交通大学凯原法学院;,2016
法制、良知与常理的交织与困顿——对教师体罚行为社会反应的大数据分析,吴陈兵;张琪;许强;刘梦华;龙宝新;,陕西师范大学教育学院;,2016
edX平台教育大数据的学习行为分析与预测,贺超凯;吴蒙;,南京邮电大学计算机学院;南京邮电大学通信与信息工程学院;,2016
网络思想政治教育研究现状的大数据分析与思考,胡树祥;高宇;,中央财经大学马克思主义学院;,2016
论大数据技术推动下的高校信息管理能力提升,彭浩晟;,广东医科大学卫生法制与公共政策研究所;,2016
网络虚假信息传播特点及治理——基于2016年上半年的大数据分析,杨丹;,北京数太奇科技有限公司;,2016
大数据条件下企业数据共享实现方式及选择,刘婵;谭章禄;,中国矿业大学(北京)管理学院;,2016
大数据时代公共服务智慧化供给研究——以“科普中国+百度”战略合作为例,王法硕;王翔;,华东师范大学公共管理学院;百度发展研究中心;,2016
大数据时代个人隐私内容及其保护研究——基于调查数据的分析,赵惠;王忠;,中国社会科学院研究生院;北京市社会科学院;,2016
大数据研究领域中科研机构影响力测度研究,皮进修;彭建文;赵清俊;,重庆师范大学数学科学学院;贵州财经大学商务学院;重庆师范大学经济与管理学院;,2016
企业竞争弱信号的特征提取与定量识别研究,邓胜利;林艳青;王野;,武汉大学信息资源研究中心;天津大学管理与经济学部;,2016
基于大数据开放式海洋信息知识库构建研究,钟丽丹;潘杏梅;王建涛;,浙江省科技信息研究院;浙江大学宁波理工学院;,2016
大数据时代下科技查新推动科研创新研究,何明举;,河南中医药大学图书馆;,2016
大数据背景下网络舆情主体交互机理与对策研究,兰月新;王芳;张秋波;刘冰月;张鹏;,中国人民武装警察部队学院;南开大学商学院;河北工业大学城市学院;,2016
知识资源建设中的图书馆员需求能力分析,邱庆东;,广东警官学院图书馆;,2016
“互联网+”背景下的图书馆业务重组内容与方向研究,余凌;,海南热带海洋学院图书馆;,2016
大数据时代计量学在学科评价中的应用研究,何文静;邱均平;,武汉大学信息管理学院;,2016
大数据研究空间格局的演变及研究力量布局分析,李丽梅;吴新年;,中国科学院兰州文献情报中心;中国科学院大学;,2016
面向学科的高校图书馆数据素养教育研究,蔡洪齐;,广州铁路职业技术学院图书馆;,2016
大数据时代广告产业结构优化研究,马二伟;,重庆工商大学文学与新闻学院;,2016
基于大数据的网络供应商信用评估模型,付永贵;朱建明;,中央财经大学信息学院;山西财经大学信息管理学院;,2016
构建“互联网+税收大数据应用”机制的思考,李万甫;黄立新;,国家税务总局税收科学研究所;,2016
大数据驱动下的全渠道供应链服务创新决策框架,计国君;余木红;Kim Hua Tan;,厦门大学两岸关系和平发展协同创新中心;厦门大学管理学院;英国诺丁汉大学商学院;,2016
“互联网+”下的精细化管理会计探析,张占贞;王清华;,青岛科技大学经济与管理学院;,2016
大数据全面指标评价与核心指标数据评价一致性分析,朱云鹃;李丹;李颖;,安徽大学商学院安徽大学创新管理研究中心;,2016
跨学科视角的语义关系研究,骆蓉;钟守满;,杭州师范大学外国语学院;,2016
“不明所以”的人类道德进步——大数据认知旨趣从“知识域”向“道德域”拓展之可能,田海平;,北京师范大学哲学学院;,2016
“倒逼”式改革:基于多案例的大数据分析,郭圣莉;李旭;王晓晖;,华东理工大学社会与公共管理学院;中国农业银行黄浦支行;,2016
大数据时代数据犯罪的类型化与制裁思路,于志刚;李源粒;,中国政法大学;马克斯普朗克外国刑法与国际刑法研究所;,2016
面向应急决策的智慧城市情报工程实践与应用,李阳;李纲;,武汉大学信息资源研究中心;,2016
大数据时代政府管理服务创新研究——以杭州为例,邓念国;,中共杭州市委党校/杭州行政学院;,2016
基于大数据的重大行政决策社会稳定风险评估机制构建研究,刘白;廖秀健;,西南政法大学政治与公共管理学院;,2016
开放数据安全问题政策分析,王本刚;马海群1;,大理大学;黑龙江大学信息管理学院;,2016
大数据中个人信息开发利用法律问题研究,王玉林;,安徽科技学院图书馆;,2016
信息服务风险规避视角下的大数据控制人财产权利与限制研究,王玉林;,安徽科技学院图书馆;,2016
基于大数据视角的社会治理模式创新,郑志来;,盐城师范学院商学院;,2016
教育大数据的核心技术、应用现状与发展趋势,孙洪涛;郑勤华;,中央民族大学现代教育技术部;北京师范大学教育学部;,2016
教育大数据的课堂应用新形态——“教育大数据研究与实践专栏”之教学应用篇,孙众;宋洁;姚夏晶;陈文龙;,首都师范大学信息工程学院;中国地质大学(武汉)外语系;,2016
教师信息技术能力培训新模式探究——基于“互联网+”  “大数据”思维,袁磊;李彬语;王卓玉;,东北师范大学计算机科学与信息技术学院;长春大学文学院;,2016
大数据时代高等教育“循数治理”解析及实现路径,南旭光;,重庆广播电视大学发展规划处;,2016
学习分析主题结构研究及可视化分析,黄志南;陆星儿;胡贺宁;李艳燕;,北京师范大学教育技术学院智慧学习研究院;中央电化教育馆基础教育教学资源部;,2016
基于大数据多层变权云计算的高校工科教师授课质量综合评价,徐镇凯;温勇兵;魏博文;谷明晗;,南昌大学;,2016
运用大数据增强大学生思想政治教育实效性研究,王莎;徐建军;,湖南大学金融与统计学院;中南大学马克思主义学院;,2016
大数据背景下的高校网络舆情引导,陈喜玲;,河南周口师范学院;,2016
大数据环境下中美高校信息素养培养模式比较研究,王晰巍;张长亮;蔡佳铭;于雪;,吉林大学管理学院;吉林大学学生工作部;吉林省图书馆;,2016
课堂大数据视角下的提问倾向研究,王陆;蔡荣啸;,首都师范大学教育技术系;山东省青岛第九中学;,2016
大数据背景下基于主题模型的学习资源聚合研究,吴笛;李保强;,武汉大学教育科学研究院;,2016
大数据时代美国高校管理改革创新,胡乐乐;,南京大学教育研究院;中国海洋大学教育系;,2016
“社会舆情分析与决策支持的理论和方法研究”专题序,王曰芬;,南京理工大学经济管理学院;,2016
大数据环境下社会舆情分析与决策支持的研究视角和关键问题,岑咏华;王曰芬;,南京理工大学经济管理学院;江苏省社会公共安全科技协同创新中心;,2016
大数据时代广告产业的危机与变革,马二伟;,重庆工商大学文学与新闻学院;,2016
基于大数据分析的图书馆风险预警系统设计,马晓亭;,兰州财经大学信息工程学院;,2016
大数据时代高校学报数字化转型研究——以贵州省为例,谢鸣;,贵州广播电视大学学报编辑部;,2016
图书文化类微信传播与特色分析,贾凡坤;,中央财经大学文化与传媒学院;,2016
国内外知识融合研究现状比较分析,杨瑞仙;朱甜甜;,郑州大学信息管理学院;,2016
信息分析视角下的大数据分析平台构架研究,肖源;郝杰;刘莹;王涛;,中国人民大学信息资源管理学院;北京市西城区第一图书馆;中国人民大学信息学院;,2016
大数据时代社会舆情分析与决策支持研究的现状及其发展趋势,陈必坤;王曰芬;廖海涵;,南京理工大学经济管理学院;,2016
大数据环境下社交网络隐私风险的模糊评估研究,朱光;丰米宁;陈叶;杨嘉韵;,南京信息工程大学经济管理学院;,2016
大数据环境下情报研究方法论体系研究,余波;温亮明;张妍妍;,西南科技大学经济管理学院;,2016
大数据对市场营销的冲击研究,王旭磊1;罗巍;,云南财经大学期刊中心;河海大学商学院;,2016
“大数据”时代人民银行经济预测和金融统计研究,唐宏飞;,中国人民银行桂林市中心支行;,2016
大数据时代的管理会计与企业核心竞争力,李姝;李钰莹;,南开大学商学院;,2016
用管理会计之手在大数据时代推动企业财务转型,张益琼;,中航国际北京公司;,2016
困境与突围:大数据时代的社会风险管理创新,刘小红;,南京工程学院;,2016
基于专利数据的国防科技大数据构建及管理应用探讨,彭茂祥;韩子丹;,清华大学;中国专利技术开发公司;,2016
24HrKF视角的大数据情境下知识共享流程改善模型研究,夏火松;李芳;,武汉纺织大学管理学院;,2016
大数据环境下国内外健康数据平台开放性对比分析,刘华东;马海群1;,黑龙江大学信息管理学院;黑龙江大学信息资源管理研究中心;,2016
论大数据分析与认知模式的重构,段虹;徐苗苗;,哈尔滨师范大学;哈尔滨商业大学;,2016
公众如何关注基督教和天主教?——基于关键词采集技术的大数据分析,王术;,伦敦大学国王学院信息系;,2016
大数据时代中美保护个人隐私的对比研究——基于双方隐私保护最新法规的比较分析,王敏;江作苏;,武汉大学;伊利诺伊大学香槟分校;华中师范大学新闻传播学院;,2016
大数据背景下政府与公众间灾情信息传递联动机制研究,胡守勇;,湖南省社会科学院社会学研究所;湖南省社会科学院公共文化研究中心;,2016
基于HHM-SWOT分析的我国政府反恐策略模型研究,袁野;张秋波;兰月新;张鹏;瞿志凯;,中国人民武装警察部队学院;,2016
大数据支持下的对外政策决策过程:优化与局限,沈本秋;,广州大学公共管理学院;,2016
大数据在政府应急管理中的应用,岳向华;林毓铭;许明辉;,广州涉外经济职业技术学院;暨南大学管理学院;,2016
基于大数据的我国人才市场对高校毕业生的需求分析,刘全;张勇;朱允宽;,成都信息工程大学国家统计局统计教育培训中心;,2016
大数据背景下图书情报学科人才培养模式研究——以GSLIS和SILS为例,徐艳1;,北华大学图书馆;,2016
透过客户关系管理系统感受大数据科学的人文关怀,夏雅薇;,NA,2016
大数据分析中轨迹数据挖掘的现状与挑战,谢邦昌;斯介生;,台北医学大学大数据研究中心及管理学院;杭州电子科技大学;,2016
大数据中的因果关系及其哲学内涵,王天思;,上海大学社会科学学院哲学系;,2016
大数据背景下高校学生心理健康数据分析及反馈体系构建研究,安哲锋;张鹏1;,北京工业大学学生发展指导中心;北京工业大学高等教育研究所;,2016
大数据视阈下我国数据人才培养的思考,马海群1;蒲攀;,黑龙江大学信息资源管理研究中心;黑龙江大学信息管理学院;,2016
大数据在国外经济学研究中的应用分析——以2015年四种经济学期刊为例,阳军;,中国社会科学院政治学研究所;,2016
基于大数据决策分析需求的图书馆大数据清洗系统设计,马晓亭;,兰州财经大学信息工程学院;,2016
国外城市管理大数据应用典型案例及启示,王忠1;安智慧;,北京市社会科学院经济所;云南师范大学经济与管理学院;,2016
基于大数据背景下的公共图书馆用户行为分析与应用,史叶明;,南京图书馆信息技术应用部;,2016
大数据时代广告产业融合发展的模式与机制分析,马二伟;,重庆工商大学文学与新闻学院;,2016
大数据产业发展中存在的主要矛盾分析,杨倩倩;路海娟;朝乐门;,中国人民大学信息资源管理学院;数据工程与知识工程教育部重点实验室(中国人民大学);,2016
大数据环境下信息分析提升策略研究,王晓燕;,周口师范学院图书馆;,2016
面向决策的“城市病”诊治情报服务探索,李纲;李阳;,武汉大学信息资源研究中心;,2016
我国大数据产业的特征分析与政策建议,朝乐门;马广惠;路海娟;,中国人民大学信息资源管理学院;数据工程与知识工程教育部重点实验室(中国人民大学);,2016
大数据环境下非遗视觉资源的获取、组织与描述,张兴旺;卢桥;田清;,桂林理工大学图书馆;,2016
大数据公司的结构调整:组织与治理维度,周婷婷;,北京第二外国语学院财务管理系;,2016
大数据分析在数字货币中的应用,姚前;李连三;,中国人民银行科技司;中国人民银行征信中心研究发展部;,2016
大数据背景下企业作业链成本管理的优化研究,樊燕萍;蔚利芝;,太原理工大学经济管理学院;,2016
“互联网+”背景下大数据对现代税收管理的影响,唐跃;王超;薛剑秋;朱岚;魏军波;宿萍;闫丽萍;倪巍;,江苏省南京地方税务局大数据科研组;,2016
公众预期对货币政策效果的影响——基于大数据下公众信息获取的实证分析,温博慧;郑福;袁铭;,天津财经大学经济学院;天津财经大学理工学院;,2016
试析大数据环境下的数据式审计模式,郑伟;张立民;杨莉;,北京交通大学经济管理学院;中国邮政储蓄银行审计局;审计署计算机技术中心;,2016
大数据对企业竞争优势影响的理论研究与展望,刘力钢;刘建基;,辽宁大学商学院;,2016
《财经研究》六十年大数据分析:中国经济学期刊发展的特点与趋势,李金满;邱国景;,上海财经大学外国语学院;上海财经大学学术期刊编辑部;,2016
迈向大数据时代的大都市治理研究,陈潭;邓伟;,广州大学公共管理学院;,2016
大数据环境下的农业知识发现服务探索,赵瑞雪;鲜国建;寇远涛;顾亮亮;朱亮;,中国农业科学院农业信息研究所;,2016
大数据时代知识融合体系架构设计研究,王曰芬;岑咏华;,南京理工大学经济管理学院;江苏省社会公共安全科技协同创新中心;,2016
大数据时代的管理会计创新浅析,李力勋;,浙江普瑞克特种纸有限公司;,2016
基于教育大数据的量化自我MOOC自适应学习系统研究,方海光;罗金萍;陈俊达;杜婧敏;,首都师范大学教育技术系;,2016
基于FIAS与PPE理论的课堂教学评价研究,武小鹏;张怡;彭乃霞;,黔南民族师范学院数学与统计学院;,2016
大数据环境下群体性事件舆情信息风险管理研究,夏一雪;兰月新;,中国人民武装警察部队学院;,2016
可视化分析技术在网络舆情研究中的应用,张伟;,华东政法大学社会发展学院;,2016
大数据环境下用户信息隐私泄露成因分析和保护对策,陆雪梅;古春生;,江苏理工学院图书馆;江苏理工学院计算机工程学院;,2016
“互联网+”背景下农村信息服务模式创新与效果评价,冯献;李瑾;郭美荣;,北京农业信息技术研究中心;国家农业信息化工程技术研究中心;农业部农业信息技术重点实验室;北京市农业物联网工程技术研究中心;,2016
大数据与金融监管,丁志勇;,北京大学光华管理学院;中国工商银行;,2016
基于大数据及TRIZ理论的专利技术智能化开发运营模式研究,彭茂祥;李浩;,清华大学;中国专利技术开发公司;,2016
以理念创新谋划“十三五”环境保护的新布局,牛海鹏;芮元鹏;江河;,中国人民大学;北京市丰台区环境保护局;中国政法大学;,2016
统计文艺学:大数据时代文学研究的新范式,周才庶;,杭州电子科技大学人文学院;,2016
大数据+互联网+智能化:传播新环境对创新设计教育的启示,郝凝辉;覃京燕;,中央美术学院城市设计学院;北京科技大学工业设计系;,2016
大数据时代下的社会治理创新:概念、关系与路径,戴香智;马俊达;,长沙民政学院;民政部办公厅;,2016
个人隐私数据“二次使用”中的边界,顾理平;杨苗;,南京师范大学新闻与传播学院;,2016
大数据时代的信息管理:为了一个更好的世界——第六届“变化世界中的信息管理国际研讨会”综述,张璇;王志红;刘盈盈;王灵;古婷骅;王维佳;刘慧云;,中山大学资讯管理学院;中山大学图书馆;暨南大学图书馆;吉首大学图书馆;,2016
论大数据时代图书馆电子资源建设模式,薛红;唐明元;,四川理工学院图书馆;,2016
大数据视角下重大行政决策社会稳定风险评估的困境及其重构——以重庆医改为例,刘白;廖秀健;张娜;,西南政法大学政治与公共管理学院;,2016
基于“互联网+”的高校课堂教学大数据探究,何孟杰;,厦门大学嘉庚学院;,2016
大数据时代企业信息安全管理体系研究,孙红梅;贾瑞生;,山东科技大学计算机科学与工程学院;,2016
新形势下推进大数据应用的若干思考,宁家骏1;,国家信息中心;,2016
教育大数据视域下在线校园管理的技术支撑、动力结构与机制——基于系统动力理论研究范式,詹立彩;陈凤燕;孟世敏;,福建广播电视大学科研处;福建省电化教育馆信息化教学研究室;东方潜能脑认知结构成像实验室;,2016
融入学习分析的网络学习评价模型与应用研究,毛刚;刘清堂;,华中师范大学教育信息技术学院;,2016
量化历史研究的过去与未来,陈志武;,耶鲁大学;香港大学;,2016
大数据与社会实在的三维构建,段伟文;,中国社会科学院;,2016
多维度视角下学科主题演化可视化分析方法研究——以我国图书情报领域大数据研究为例,刘自强;王效岳;白如江;,山东理工大学科技信息研究所;,2016
图书馆主题大数据调查及前瞻性构想——基于百度指数的分析,张凯;郭健栖;,中南财经政法大学信息与安全工程学院;,2016
大数据时代城市应急管理行业协作体制创新研究,何振;周芳检;杨文建1;,湘潭大学公共管理学院;湖南科技学院;,2016
大数据背景下高校提升财务管理能力的实施路径,张鹏凯;,长安大学计划财务处;,2016
大数据时代应急数据质量治理研究,郭路生;刘春年;,南昌大学管理学院;,2016
大数据时代微信朋友圈的隐私边界及管理规制——基于传播隐私管理的理论视角,王波伟;李秋华;,华中科技大学新闻与信息传播学院;渭南师范学院;曲阜师范大学传媒学院;,2016
转基因争论中的科学理性与社会理性的冲突与对话:基于大数据的分析,黄彪文;,北京交通大学语言与传播学院;,2016
基于大数据的碳价预测,王娜;,厦门大学经济学院;,2016
大数据指数是否可以替代统计调查指数,米子川;姜天英;,山西财经大学统计学院;,2016
大数据分析仍需要统计思想——以ARGO模型为例,林存洁;李扬;,中国人民大学统计学院;中国人民大学统计咨询研究中心;,2016
语义分类的学科主题演化分析方法研究——以我国图书情报领域大数据研究为例,刘自强;王效岳;白如江;,山东理工大学科技信息研究所;,2016
大数据时代我国知识产权管理与保护的变革,崔立红;刘德旺;,山东大学法学院;,2016
基于大数据分析的O2O教师培训模式研究——对“互联网+”教师培训的初步思考,李运福;杨晓宏;,西北师范大学教育技术学院;,2016
大数据环境下图书馆敏感数据保护方法研究,马晓亭;梁俊荣;,兰州财经大学信息工程学院;,2016
大数据与重大公共危机事件舆情研判——基于对天津港爆炸事件相关舆情信息的分析,丁晓蔚;高淑萍;,杭州鋆石互联网金融服务有限公司;,2016
大数据时代个人信息保护的路径重构,范为;,中国信息通信研究院互联网法律研究中心;,2016
突发事件中的微博舆论动员及对策研究——基于大数据分析的实证研究,丁晓蔚1;夏雨禾;高淑萍1;,南京大学信息管理学院;温州大学人文学院;,2016
大数据时代的体育新闻报道——以《纽约时报》为例,孟笛;,华东师范大学传播学院;,2016
在线学习过程管理大数据的建设与应用,孙宏辉;,北京开放大学;,2016
大数据思维下教学过程数据分析及应用研究,杨艺;,重庆工商大学计算机科学与信息工程学院计算机科学技术系;,2016
基于可视化图谱的国内外大数据研究,赵蓉英;魏明坤;,武汉大学中国科学评价研究中心;武汉大学信息管理学院;,2016
大数据预测与大数据时代的经济学预测,汪毅霖;,西南政法大学经济学院;,2016
大数据背景下的企业财务管理应对策略研究,王蕾;,黑龙江省经济管理干部学院;,2016
大数据思维在大学生思想政治教育中的应用研究,杨桂兰;刘蕾;鄢章华;,哈尔滨师范大学教育部高校辅导员培训与研修基地;哈尔滨师范大学经济学院;哈尔滨商业大学管理学院;,2016
基于大数据的高校图书馆个性化信息服务系统模型构建研究,胡伶霞;,湖北工业大学工程技术学院图书馆;,2016
关于推进大数据审计工作的几点思考,刘星星1;牛艳芳;唐志豪;,审计署电子数据审计司;审计署审计科研所;山东财经大学会计学院;,2016
河南省审计厅大数据环境下“五个关联”审计思路与方法,翟群丽;魏志浩;崔瑞瑞;王亚敏;,河南省审计厅;,2016
大数据环境下的危机信息整合模型研究,李欣;,北华大学图书馆;北华大学信息资源管理与服务研究所;,2016
大数据环境下信息管理专业创客运动研究,李伟超;,郑州航空工业管理学院信息科学学院;郑州航空工业管理学院航空经济发展协同创新中心;,2016
大数据对政府科技管理效率的影响,戴建忠;,山东理工大学法学院行政管理系;,2016
大数据时代高校意识形态教育的日常生活化研究,刘世衡;,长江师范学院政治与历史学院;,2016
创新型都市圈协同创新体系理论框架研究,贠兆恒;潘锡杨;夏保华;,东南大学人文学院;江西农业大学政治学院;,2016
“互联网+”时代演艺市场趋势分析,鲍婧;,国家京剧院;,2016
中国公共服务质量改进的理论与实践进展,陈振明;耿旭;,厦门大学公共事务学院;,2016
开放政府视野下的政府数据开放机制及策略研究,李平;,上海行政学院公共管理教研部;,2016
基于“推荐系统”运作模式的社会预测研究,阎耀军;周兴志;,天津工业大学公共危机管理研究所;,2016
信息时代的数字公民教育,杨浩;徐娟;郑旭东;,华中师范大学教育信息技术学院;中国传媒大学文法学部;,2016
国内外智慧城市实践模式的政策启示,钱明辉;黎炜祎;,中国人民大学信息资源管理学院;,2016
大数据在出版传媒企业中的应用,吴仁群;,北京印刷学院;,2016
基于网络资源的实体知识库系统设计研究——以政府相关实体知识库为实例,周杰;李弼程;林琛;韩永峰;,解放军信息工程大学信息系统工程学院;南京政治学院上海分院;,2016
基于自媒体平台的大数据挖掘与运用研究,张莹;吕少峰;,黄冈师范学院新闻与传播学院;湖北日报传媒集团;,2016
基于云挖掘的物流信息智能分析应用平台研究,曾奕棠;张玉峰;,武汉大学信息管理学院;,2016
“下山”与“归来”——2015年中国电影创作状况分析,陈晓云;李卉;,北京师范大学艺术与传媒学院;,2016
大数据时代社会道德治理创新的伦理形态,陈进华;,苏州大学政治与公共管理学院;,2016
网络亚文化视域中的青少年网络政治参与,燕道成;,湖南师范大学新闻与传播学院;,2016
知识产权贸易壁垒特征与中国的防范对策——以337调查为例,王敏1;卞艺杰;田泽;邓建高;,河海大学企业管理学院;河海大学商学院;,2016
中美政府数据开放和个人隐私保护的政策法规研究,张晓娟;王文强;唐长乐;,武汉大学信息管理学院;,2016
基于互联网思维的政府领导力研究,朱锐勋;,云南行政学院信息中心;,2016
重大工程项目社会稳定风险的非干预在线评估模式研究,肖群鹰;朱正威;刘慧君;,西北工业大学人文与经法学院;西安交通大学公共政策与管理学院;,2016
我国债券市场时变财富效应研究——基于TVP-SV-VAR模型的一个经验分析,周德才;张慧;江云;何宜庆;,南昌大学经济管理学院;,2016
APP:大学生思想政治教育的新兴载体,刘辉;宇文利;,北京大学马克思主义学院;,2016
虚实融合的学习场域:特征与塑造,吴南中;李健苹;,重庆广播电视大学教务处;重庆广播电视大学电子信息工程学院;,2016
学术文摘与学术评价,高自龙;,中国人民大学书报资料中心;,2016
数字化时代广告公司形态研究,陈刚;石晨旭;,北京大学新闻与传播学院;,2016
2015年新闻客户端发展的辨析与思考,单学刚;周亚琼;卢永春;,人民网舆情监测室;,2016
全息、全知、全能——未来媒体发展趋势探析,向安玲;沈阳;,武汉大学信息管理学院;清华大学新闻与传播学院;,2016
2015年科技出版社微信传播指数解析,葛明驷;凡佳佳;,皖西学院文科综合实训中心;清华大学新闻传播学院;贵州民族大学文学院;,2016
浅析大数据时代研究型策划编辑的六项选题信息能力建设,周永斌;,华东理工大学出版社;,2016
大数据时代数字出版产业链的变革与重构,于志涛;韦文杰;,重庆第二师范学院;,2016
重视智能技术  凝练情报智慧——情报、智能、智慧关系辨析,王延飞;赵柯然;何芳;,北京大学信息管理系;,2016
从多维视角看数据时代的智慧情报,化柏林;李广建;,北京大学信息管理系;,2016
数据驱动的时代特征与图情教育的创新转型,王世伟;,上海社科院信息研究所;,2016
大数据背景下亚太地区图书情报学教育的发展与变革——第二届亚太iConference会议纪要,安璐;易兴悦;陈思菁;龚艺巍;邓胜利1;陈晓宇;,NA,2016
省级文献情报服务机构“十三五”发展规划编制实践研究,王翔1;侯威;,安徽省科学技术情报研究所;合肥工业大学计算机与信息学院;,2016
基于文献计量的创新绩效影响因素及研究趋势的可视化分析,杨晶照;崔亚梅;甄美荣;,江苏大学管理学院;,2016
2014年网络安全威胁全景——当前和新兴的网络安全威胁概述,韩帅;马英;冀俊峰;,国家信息中心;,2016
美国数据新闻发展的开放与变革,孟笛;,华东师范大学传播学院;,2016
移动互联网+视域下零售业态演变路径及对策,张琼;,浙江商业职业技术学院;,2016
互联网金融及其在中小企业融资中的应用研究,林辉;杨旸;,南京大学商学院;,2016
大数据在交通运输价格统计中的应用——以航空旅客运输价格指数编制为例,王晓红;,国家统计局城市社会经济调查司;,2016
库恩《红楼梦》德文译本的流传与接受——以德语世界为例,王金波;,上海交通大学外国语学院;,2016
社会管理创新中的公众参与——一项基于江苏、云南两省的调查研究,周建国;魏强;张丽娜1;,南京大学政府管理学院;南京大学MPA教育中心;,2016
大数据时代国家治理现代化:现实挑战与路径选择,曾小锋;高旭;唐莲英;,华东师范大学政治学系;,2016
政府数据治理的五重系统特性探讨,苏玉娟;,中共山西省委党校;,2016
教育治理现代化语境下教育信息化公共服务体系的重构,张进宝;梁跃;,北京师范大学教育学部;,2016
移动互联网时代高校O2O育人模式探析,刘琼;,湖南女子学院文学传媒系;,2016
供应链金融探析,夏同水;冷倩;,山东师范大学商学院;,2016
平台组织的权力生成与权力结构分析,陈青鹤;王志鹏;涂景一;张祥建;,辽宁石油化工大学;辽宁大学法学院;中国人民大学劳动人事学院;上海财经大学财经研究所;,2016
我国数据新闻研究的回顾与前瞻,袁满;强月新;,武汉大学新闻与传播学院;,2016
教育考试领域的科研现状及发展分析——基于2009年度立项教育考试研究课题的实证分析,贾洪芳;,教育部考试中心科研发展处;,2016
大数据时代高校思想政治教育的机遇和挑战,邱启照;孙鹏;,桂林电子科技大学马克思主义学院;,2016
经济学解释与预见的出路——兼论自然科学与社会科学的统一,杨渝玲;,东北大学秦皇岛分校社会科学研究院;,2016
“互联网+教育”时代的学校领导与管理创新——第四届教育领导者论坛综述,宋袁婧筠;沈伟;,华东师范大学教育学部教育管理学系;,2016
新中国成立后我国体育传播议程设置的语境性反思,谷鹏;陶玉流;,苏州大学凤凰传媒学院;苏州大学体育学院;,2016
程序化购买与网络广告生态圈变革,许正林;马蕊;,上海大学影视学院;上海交通大学工商管理流动站;,2016
